"Id","ProgramSetupId","DegreeId","StudentId","LevelId","CreatedDate","UpdatedDate"
114,14,2,245,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
115,14,2,246,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
116,14,2,247,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
117,14,2,248,3,"2024-04-20 00:00:00","2024-04-20 00:00:00"
118,13,2,249,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
119,13,2,250,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
120,13,2,251,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
121,13,2,252,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
122,13,2,253,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
123,13,2,254,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
124,13,2,255,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
125,13,2,256,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
126,13,2,257,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
127,13,2,258,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
128,13,2,259,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
129,13,2,260,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
130,13,2,261,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
131,13,2,262,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
132,13,2,263,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
133,13,2,264,3,"2024-04-20 00:00:00","2024-04-20 00:00:00"
134,15,2,265,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
135,15,2,266,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
136,15,2,267,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
137,15,2,268,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
138,15,2,269,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
139,10,2,270,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
140,10,2,271,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
141,10,2,272,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
142,10,2,273,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
143,10,2,274,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
144,10,2,275,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
145,12,2,276,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
146,17,2,277,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
147,17,2,278,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
148,17,2,279,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
149,17,2,280,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
150,17,2,281,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
151,17,2,282,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
152,17,2,283,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
153,17,2,284,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
154,17,2,285,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
155,17,2,286,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
156,17,2,287,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
157,17,2,288,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
158,17,2,289,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
159,17,2,290,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
160,17,2,291,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
161,17,2,292,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
162,17,2,293,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
163,17,2,294,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
164,17,2,295,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
165,17,2,296,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
166,17,2,297,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
167,17,2,298,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
168,17,2,299,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
169,17,2,300,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
170,17,2,301,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
171,17,2,302,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
172,18,2,303,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
173,18,2,304,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
174,18,2,305,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
175,18,2,306,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
176,18,2,307,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
177,18,2,308,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
178,18,2,309,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
179,18,2,310,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
180,18,2,311,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
181,18,2,312,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
182,18,2,313,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
183,18,2,314,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
184,18,2,315,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
185,18,2,316,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
186,18,2,317,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
187,18,2,318,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
188,18,2,319,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
189,18,2,320,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
190,18,2,321,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
191,18,2,322,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
192,18,2,323,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
193,18,2,324,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
194,18,2,325,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
195,18,2,326,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
196,18,2,327,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
197,18,2,328,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
198,31,2,329,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
199,18,2,330,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
200,31,2,331,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
201,18,2,332,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
202,18,2,333,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
203,18,2,334,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
204,18,2,335,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
205,18,2,336,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
206,18,2,337,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
207,18,2,338,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
208,18,2,339,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
209,19,2,340,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
210,19,2,341,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
211,19,2,342,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
212,19,2,343,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
213,19,2,344,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
214,19,2,345,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
215,19,2,346,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
216,19,2,347,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
217,19,2,348,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
218,19,2,349,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
219,16,2,350,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
220,19,2,351,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
221,19,2,352,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
222,19,2,353,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
223,19,2,354,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
224,19,2,355,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
225,19,2,356,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
226,16,2,357,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
227,19,2,358,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
228,19,2,359,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
229,19,2,360,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
230,19,2,361,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
231,19,2,362,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
232,19,2,363,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
233,19,2,364,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
234,19,2,365,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
235,19,2,366,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
236,16,2,367,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
237,16,2,368,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
238,16,2,369,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
239,16,2,370,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
240,16,2,371,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
241,16,2,372,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
242,16,2,373,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
243,16,2,374,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
244,16,2,375,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
245,16,2,376,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
246,16,2,377,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
247,20,2,378,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
248,20,2,379,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
249,20,2,380,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
250,20,2,381,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
251,20,2,382,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
252,20,2,383,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
253,20,2,384,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
254,20,2,385,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
255,20,2,386,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
256,20,2,387,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
257,20,2,388,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
258,20,2,389,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
259,20,2,390,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
260,20,2,391,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
261,20,2,392,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
262,20,2,393,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
263,20,2,394,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
264,20,2,395,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
265,20,2,396,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
266,20,2,397,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
267,20,2,398,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
268,20,2,399,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
269,20,2,400,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
270,20,2,401,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
271,20,2,402,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
272,20,2,403,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
273,20,2,404,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
274,20,2,405,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
275,21,2,406,5,"2024-04-20 00:00:00","2024-04-20 00:00:00"
276,22,2,407,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
277,22,2,408,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
278,22,2,409,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
279,22,2,410,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
280,22,2,411,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
281,22,2,412,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
282,22,2,413,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
283,22,2,414,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
284,22,2,415,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
285,22,2,416,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
286,22,2,417,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
287,22,2,418,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
288,22,2,419,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
289,22,2,420,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
290,22,2,421,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
291,22,2,422,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
292,22,2,423,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
293,22,2,424,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
294,22,2,425,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
295,22,2,426,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
296,22,2,427,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
297,22,2,428,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
298,22,2,429,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
299,22,2,430,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
